"NC8";"Libelle";"CPF4 rév. 2";"CPF6 rév. 2";"A17 rév. 2";"A38 rév. 2";"A129 rév. 2";"CF4 rév. 2.1";"CPF6 rév. 2.1";"A17 rév. 2.1";"A38 rév. 2.1";"A129 rév. 2.1";"Début";"Fin"
"2204 29 84";"Vins produits dans l'UE, en récipients d'une contenance > 10 l, ayant un titre alcoométrique acquis <= 15% vol (à l'excl. des vins mousseux, des vins pétillants, des vins AOP et IGP, des vins de cépages et des vins blancs)";"1102";"110212";"C1";"CA";"C11Z";"1102";"110212";"C1";"CA";"C11Z";2012;2020
"2204 29 85";"Vin de Madère et moscatel de Setúbal, en récipients d'une contenance > 10 l, ayant un titre alcoométrique acquis > 15% vol, avec AOP ou IGP";"1102";"110212";"C1";"CA";"C11Z";"1102";"110212";"C1";"CA";"C11Z";2014;2020
"2204 29 86";"Vins de Xérès, en récipients d'une contenance > 10 l, ayant un titre alcoométrique acquis > 15% vol, avec AOP ou IGP";"1102";"110212";"C1";"CA";"C11Z";"1102";"110212";"C1";"CA";"C11Z";2014;2020
"2204 29 88";"Vin de Samos et muscat de Lemnos, en récipients d'une contenance > 10 l, ayant un titre alcoométrique acquis > 15% vol, avec AOP ou IGP";"1102";"110212";"C1";"CA";"C11Z";"1102";"110212";"C1";"CA";"C11Z";1995;2020
"2204 29 90";"Vins produits dans l'UE, en récipients d'une contenance > 10 l, ayant un titre alcoométrique acquis > 15% vol, avec AOP ou IGP (à l'excl. des vins de Samos, de muscat de Lemnos, de Madère et de Xérès ainsi que du moscatel de Setúbal)";"1102";"110212";"C1";"CA";"C11Z";"1102";"110212";"C1";"CA";"C11Z";2011;2020
"2204 29 91";"Vins sans AOP et IGP, produits dans l'UE, en récipients d'une contenance > 10 l, ayant un titre alcoométrique acquis > 15% vol";"1102";"110212";"C1";"CA";"C11Z";"1102";"110212";"C1";"CA";"C11Z";1993;2020
"2204 29 93";"Vins blancs non produits dans l'UE, en récipients d'une contenance > 10 l, avec AOP ou IGP (à l'excl. des vins mousseux et des vins pétillants)";"1102";"110212";"C1";"CA";"C11Z";"1102";"110212";"C1";"CA";"C11Z";1993;2020
"2204 29 94";"Vins non produits dans l'UE, en récipients d'une contenance > 10 l, avec AOP ou IGP (à l'excl. des vins mousseux, des vins pétillants et des vins blancs)";"1102";"110212";"C1";"CA";"C11Z";"1102";"110212";"C1";"CA";"C11Z";1993;2020
"2204 29 95";"Vins blancs de cépages sans AOP et IGP, non produits dans l'UE, en récipients d'une contenance > 10 l (à l'excl. des vins mousseux et des vins pétillants)";"1102";"110212";"C1";"CA";"C11Z";"1102";"110212";"C1";"CA";"C11Z";1993;2020
"2204 29 96";"Vins de cépages sans AOP et IGP, non produits dans l'UE, en récipients d'une contenance > 10 l, (à l'excl. des vins mousseux, des vins pétillants et des vins blancs)";"1102";"110212";"C1";"CA";"C11Z";"1102";"110212";"C1";"CA";"C11Z";1993;2020
"2204 29 97";"Vins blancs non produits dans l'UE, en récipients d'une contenance > 10 l (à l'excl. des vins mousseux, des vins pétillants, des vins AOP et IGP, et des vins  de cépages)";"1102";"110212";"C1";"CA";"C11Z";"1102";"110212";"C1";"CA";"C11Z";1993;2020
"2204 29 98";"Vins non produits dans l'UE, en récipients d'une contenance > 10 l (à l'excl. des vins mousseux, des vins pétillants, des vins AOP et IGP, des vins de cépages et des vins blancs)";"1102";"110212";"C1";"CA";"C11Z";"1102";"110212";"C1";"CA";"C11Z";2011;2020
"2204 30 10";"Moûts de raisins, partiellement fermentés, même mutés autrement qu'à l'alcool, ayant un titre alcoométrique acquis > 1% vol (à l'excl. des moûts de raisins dont la fermentation a été arrêtée par addition d'alcool)";"1102";"110212";"C1";"CA";"C11Z";"1102";"110212";"C1";"CA";"C11Z";1993;2020
"2204 30 92";"Moûts de raisins, non fermentés, concentrés au sens de la note complémentaire 7 du présent chapitre, d'une masse volumique <= 1,33 g/cm³ à 20°C et ayant un titre alcoométrique acquis > 0,5% vol, mais <= 1% vol (à l'exclusion des moûts de raisins dont la fermentation a été arrêtée par addition d'alcool)";"1102";"110212";"C1";"CA";"C11Z";"1102";"110212";"C1";"CA";"C11Z";1993;2020
"2204 30 94";"Moûts de raisins, non fermentés, non concentrés, d'une masse volumique <= 1,33 g/cm³ à 20°C et ayant un titre alcoométrique acquis > 0,5% vol mais <= 1% vol (à l'exclusion des moûts de raisins dont la fermentation a été arrêtée par addition d'alcool)";"1102";"110212";"C1";"CA";"C11Z";"1102";"110212";"C1";"CA";"C11Z";1993;2020
"2204 30 96";"Moûts de raisins, non fermentés, concentrés au sens de la note complémentaire 7 du présent chapitre, d'une masse volumique > 1,33 g/cm³ à 20°C et ayant un titre alcoométrique acquis <= 1% vol mais > 0,5% vol (à l'exclusion des moûts de raisins dont la fermentation a été arrêtée par addition d'alcool)";"1102";"110212";"C1";"CA";"C11Z";"1102";"110212";"C1";"CA";"C11Z";1993;2020
"2204 30 98";"Moûts de raisins, non fermentés, non concentrés, ayant un titre alcoométrique acquis > 0,5% vol mais <= 1% vol (à l'exclusion des moûts de raisins dont la fermentation a été arrêtée par addition d'alcool)";"1102";"110212";"C1";"CA";"C11Z";"1102";"110212";"C1";"CA";"C11Z";2007;2020
"2205 10 10";"Vermouths et autres vins de raisins frais préparés à l'aide de plantes ou de substances aromatiques, en récipients d'une contenance <= 2 l, ayant un titre alcoométrique acquis <= 18% vol";"1104";"110410";"C1";"CA";"C11Z";"1104";"110410";"C1";"CA";"C11Z";1998;2020
"2205 10 90";"Vermouths et autres vins de raisins frais préparés à l'aide de plantes ou de substances aromatiques, en récipients d'une contenance <= 2 l, ayant un titre alcoométrique acquis > 18% vol";"1104";"110410";"C1";"CA";"C11Z";"1104";"110410";"C1";"CA";"C11Z";1993;2020
"2205 90 10";"Vermouths et autres vins de raisins frais préparés à l'aide de plantes ou de substances aromatiques, en récipients d'une contenance > 2 l, ayant un titre alcoométrique acquis <= 18% vol";"1104";"110410";"C1";"CA";"C11Z";"1104";"110410";"C1";"CA";"C11Z";1993;2020
"2205 90 90";"Vermouths et autres vins de raisins frais préparés à l'aide de plantes ou de substances aromatiques, en récipients d'une contenance > 2 l, ayant un titre alcoométrique acquis > 18% vol";"1104";"110410";"C1";"CA";"C11Z";"1104";"110410";"C1";"CA";"C11Z";1993;2020
"2206 00 10";"Piquette, obtenue par la fermentation des marcs de raisins";"1103";"110310";"C1";"CA";"C11Z";"1103";"110310";"C1";"CA";"C11Z";1995;2020
"2206 00 31";"Cidre et poiré, mousseux";"1103";"110310";"C1";"CA";"C11Z";"1103";"110310";"C1";"CA";"C11Z";2014;2020
"2206 00 39";"Hydromel et autres boissons fermentées, mousseux, n.d.a.; mélanges de boissons fermentées et mélanges de boissons fermentées et de boissons non-alcooliques, mousseux, n.d.a. (sauf bière, vin de raisins frais, moûts de raisins, piquette et vins de pommes et de poires)";"1103";"110310";"C1";"CA";"C11Z";"1103";"110310";"C1";"CA";"C11Z";2014;2020
"2206 00 51";"Cidre et poiré, non-mousseux, présentés en récipients d'une contenance <= 2 l";"1103";"110310";"C1";"CA";"C11Z";"1103";"110310";"C1";"CA";"C11Z";1993;2020
"2206 00 59";"Hydromel et autres boissons fermentées, non-mousseux, présentés en récipients d'une contenance <= 2 l, n.d.a.; mélanges de boissons fermentées et mélanges de boissons fermentées et de boissons non-alcooliques, non-mousseux, présentés en récipients d'une contenance <= 2 l, n.d.a. (sauf vins de raisins frais, moûts de raisins, vermouth et autres vins de raisins frais, préparés à l'aide de plantes ou de substances aromatiques, piquette et vins de pommes et de poires)";"1103";"110310";"C1";"CA";"C11Z";"1103";"110310";"C1";"CA";"C11Z";1993;2020
"2206 00 81";"Cidre et poiré, non-mousseux, présentés en récipients d'une contenance > 2 l";"1103";"110310";"C1";"CA";"C11Z";"1103";"110310";"C1";"CA";"C11Z";1993;2020
"2206 00 89";"Hydromel et autres boissons fermentées, non-mousseux, présentés en récipients d'une contenance > 2 l, n.d.a.; mélanges de boissons fermentées et mélanges de boissons fermentées et de boissons non-alcooliques, non-mousseux, présentés en récipients d'une contenance > 2 l, n.d.a. (sauf vins de raisins frais, moûts de raisins, vermouth et autres vins de raisins frais, préparés à l'aide de plantes ou de substances aromatiques, piquette et vins de pommes et de poires)";"1103";"110310";"C1";"CA";"C11Z";"1103";"110310";"C1";"CA";"C11Z";2006;2020
"2207 10 00";"Alcool éthylique non-dénaturé d'un titre alcoométrique volumique >= 80% vol";"2014";"201474";"C5";"CE";"C20A";"2014";"201474";"C5";"CE";"C20A";1993;2020
"2207 20 00";"Alcool éthylique et eaux-de-vie dénaturés de tous titres";"2014";"201475";"C5";"CE";"C20A";"2014";"201475";"C5";"CE";"C20A";2007;2020
"2208 20 12";"Cognac, présenté en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1993;2020
"2208 20 14";"Armagnac, présenté en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1993;2020
"2208 20 16";"Brandy de Jerez, présenté en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2020;2020
"2208 20 18";"Brandy/Weinbrand, présenté en récipients d'une contenance <= 2 l (à l'excl. du brandy de Jerez et de l'armagnac)";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2020;2020
"2208 20 19";"Eaux-de-vie de vin, présentée en récipients d'une contenance <= 2 l (à l'excl. du cognac, de l'armagnac et du brandy/Weinbrand)";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2020;2020
"2208 20 26";"Grappa, présentée en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1993;2020
"2208 20 28";"Eaux-de-vie de marc de raisins, présentée en récipients d'une contenance <= 2 l (à l'excl. de la grappa)";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2020;2020
"2208 20 62";"Cognac, présenté en récipients d'une contenance > 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1993;2020
"2208 20 66";"Brandy/Weinbrand, présenté en récipients d'une contenance > 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2020;2020
"2208 20 69";"Eaux-de-vie de vin, présentée en récipients d'une contenance > 2 l (incluant l'armagnac, à l'excl. du cognac et du brandy/Weinbrand)";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2020;2020
"2208 20 86";"Grappa, présentée en récipients d'une contenance > 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2012;2020
"2208 20 88";"Eaux-de-vie de marc de raisins, présentée en récipients d'une contenance > 2 l (à l'excl. de la grappa)";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2020;2020
"2208 30 11";"Whisky 'bourbon', présenté en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2012;2020
"2208 30 19";"Whisky 'bourbon', présenté en récipients d'une contenance > 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2012;2020
"2208 30 30";"Whisky écossais [Scotch whisky] 'single malt'";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2004;2020
"2208 30 41";"Whisky écossais [Scotch whisky] 'blended' 'malt', présenté en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1993;2020
"2208 30 49";"Whisky écossais [Scotch whisky] 'blended' 'malt', présenté en récipients d'une contenance > 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2007;2020
"2208 30 61";"Single-grain et blended-grain whisky écossais [Scotch whisky], présenté en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1996;2020
"2208 30 69";"Single-grain et blended-grain whisky écossais [Scotch whisky], présenté en récipients d'une contenance < 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1996;2020
"2208 30 71";"Whisky écossais [Scotch whisky], présenté en récipients d'une contenance <= 2 l (à l'exclusion du whisky single malt, du whisky blended malt, du whisky single-grain et blended-grain)";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1996;2020
"2208 30 79";"Whisky écossais [Scotch whisky], présenté en récipients d'une contenance > 2 l (à l'exclusion du whisky single malt, du whisky blended malt, du whisky single-grain et blended-grain)";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1996;2020
"2208 30 82";"Whisky, présenté en récipients d'une contenance <= 2 l (à l'exclusion du whisky 'bourbon' et du whisky écossais [Scotch whisky])";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1996;2020
"2208 30 88";"Whisky, présenté en récipients d'une contenance > 2 l (à l'exclusion du whisky 'bourbon' et du whisky écossais [Scotch whisky])";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1993;2020
"2208 40 11";"Rhum d'une teneur en substances volatiles (autres que l'alcool éthylique et méthylique) >= 225 g/hl d'alcool pur ""avec une tolérance de 10%"", présenté en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2011;2020
"2208 40 31";"Rhum et autres eaux-de-vie provenant de la distillation, après fermentation, de produits de cannes à sucre, d'une valeur > 7,9 € [euro]/l d'alcool pur, présentés en récipients d'une contenance <= 2 l (à l'excl. du rhum d'une teneur en substances volatiles [autres que l'alcool éthylique et méthylique] >= 225 g/hl d'alcool pur ""avec une tolérance de 10%"")";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2011;2020
"2208 40 39";"Rhum et autres eaux-de-vie provenant de la distillation, après fermentation, de produits de cannes à sucre, d'une valeur <= 7,9 € [euro]/l d'alcool pur, présentés en récipients d'une contenance <= 2 l (à l'excl. du rhum d'une teneur en substances volatiles [autres que l'alcool éthylique et méthylique] >= 225 g/hl d'alcool pur ""avec une tolérance de 10%"")";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2007;2020
"2208 40 51";"Rhum d'une teneur en substances volatiles (autres que l'alcool éthylique et méthylique) >= 225 g/hl d'alcool pur ""avec une tolérance de 10%"", présenté en récipients d'une contenance > 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2011;2020
"2208 40 91";"Rhum et autres eaux-de-vie provenant de la distillation, après fermentation, de produits de cannes à sucre, d'une valeur > 2 € [euro]/l d'alcool pur, présentés en récipients d'une contenance > 2 l (à l'excl. du rhum d'une teneur en substances volatiles [autres que l'alcool éthylique et méthylique] >= 225 g/hl d'alcool pur ""avec une tolérance de 10%"")";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1993;2020
"2208 40 99";"Rhum et autres eaux-de-vie provenant de la distillation, après fermentation, de produits de cannes à sucre, d'une valeur <= 2 € [euro]/l d'alcool pur, présentés en récipients d'une contenance > 2 l (à l'excl. du rhum d'une teneur en substances volatiles [autres que l'alcool éthylique et méthylique] >= 225 g/hl d'alcool pur ""avec une tolérance de 10%"")";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2006;2020
"2208 50 11";"Gin, présenté en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2006;2020
"2208 50 19";"Gin, présenté en récipients d'une contenance > 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1993;2020
"2208 50 91";"Genièvre, présenté en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1993;2020
"2208 50 99";"Genièvre, présenté en récipients d'une contenance > 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1993;2020
"2208 60 11";"Vodka, d'un titre alcoométrique volumique <= 45,4% vol, présentée en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2017;2020
"2208 60 19";"Vodka d'un titre alcoométrique volumique <= 45,4% vol, présentée en récipients d'une contenance > 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2011;2020
"2208 60 91";"Vodka, d'un titre alcoométrique volumique > 45,4% vol, présentée en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1994;2020
"2208 60 99";"Vodka, d'un titre alcoométrique volumique > 45,4% vol, présentée en récipients d'une contenance > 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1993;2020
"2208 70 10";"Liqueurs, présentées en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1999;2020
"2208 70 90";"Liqueurs, présentées en récipients d'une contenance > 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1996;2020
"2208 90 11";"Arak, présenté en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1996;2020
"2208 90 19";"Arak, présenté en récipients d'une contenance > 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1996;2020
"2208 90 33";"Eaux-de-vie de prunes, de poires ou de cerises, présentées en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1996;2020
"2208 90 38";"Eaux-de-vie de prunes, de poires ou de cerises, présentées en récipients d'une contenance > 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1993;2020
"2208 90 41";"Ouzo, présenté en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1999;2020
"2208 90 45";"Calvados, présenté en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1999;2020
"2208 90 48";"Eaux-de-vie de fruits, présentées en récipients d'une contenance <= 2 l (à l'excl. du calvados et des eaux-de-vie de prunes, de poires et de cerises)";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1999;2020
"2208 90 54";"Tequila, présentée en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1999;2020
"2208 90 56";"Eaux-de-vie, présentées en récipients d'une contenance <= 2 l (à l'excl. des eaux-de-vie de vin ou de marc de raisins, des whiskies, du rhum et autres eaux-de-vie provenant de la distillation après fermentation de produits de cannes à sucre, du gin, du genièvre, de l'arak, de la vodka, des liqueurs, de l'ouzo, des eaux-de-vie de fruit et de la tequila)";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1999;2020
"2208 90 69";"Boissons spiritueuses, présentées en récipients d'une contenance <= 2 l (à l'excl. de l'ouzo, des eaux-de-vie et des liqueurs)";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1999;2020
"2208 90 71";"Eaux-de-vie de fruits, présentées en récipients d'une contenance > 2 l (à l'excl. des eaux-de-vie de prunes, de poires ou de cerises)";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1999;2020
"2208 90 75";"Tequila, présentée en récipients d'une contenance > 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1999;2020
"2208 90 77";"Eaux-de-vie, présentées en récipients d'une contenance > 2 l (à l'excl. des eaux-de-vie de vin ou de marc de raisins, des whiskies, du rhum et autres eaux-de-vie provenant de la distillation après fermentation de produits de cannes à sucre, du gin, du genièvre, de l'arak, de la vodka, des liqueurs, de l'ouzo, de la tequila et des eaux-de-vie de fruits)";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";1993;2020
"2208 90 78";"Boissons spiritueuses, présentées en récipients d'une contenance > 2 l (à l'excl. des eaux-de-vie, des liqueurs et de l'ouzo)";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2017;2020
"2208 90 91";"Alcool éthylique non-dénaturé, d'un titre alcoométrique volumique < 80% vol, présenté en récipients d'une contenance <= 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2017;2020
"2208 90 99";"Alcool éthylique non-dénaturé, d'un titre alcoométrique volumique < 80% vol, présenté en récipients d'une contenance > 2 l";"1101";"110110";"C1";"CA";"C11Z";"1101";"110110";"C1";"CA";"C11Z";2007;2020
"2209 00 11";"Vinaigres de vin, comestibles, présentés en récipients d'une contenance <= 2 l";"1084";"108411";"C1";"CA";"C10H";"1084";"108411";"C1";"CA";"C10H";2006;2020
"2209 00 19";"Vinaigres de vin, comestibles, présentés en récipients d'une contenance > 2 l";"1084";"108411";"C1";"CA";"C10H";"1084";"108411";"C1";"CA";"C10H";2006;2020
"2209 00 91";"Vinaigres comestibles et succédanés de vinaigre comestibles obtenus à partir d'acide acétique, présentés en récipients d'une contenance <= 2 l (à l'excl. des vinaigres de vin)";"1084";"108411";"C1";"CA";"C10H";"1084";"108411";"C1";"CA";"C10H";2006;2020
"2209 00 99";"Vinaigres comestibles et succédanés de vinaigre comestibles obtenus à partir d'acide acétique, présentés en récipients d'une contenance > 2 l (à l'excl. des vinaigres de vin)";"1084";"108411";"C1";"CA";"C10H";"1084";"108411";"C1";"CA";"C10H";1993;2020
"2301 10 00";"Farines, poudres et agglomérés sous forme de pellets, de viandes ou d'abats, impropres à l'alimentation humaine; cretons";"1013";"101316";"C1";"CA";"C10A";"1013";"101316";"C1";"CA";"C10A";2007;2020
"2301 20 00";"Farines, poudres et agglomérés sous forme de pellets, de poissons ou de crustacés, de mollusques ou d'autres invertébrés aquatiques, impropres à l'alimentation humaine";"1020";"102041";"C1";"CA";"C10B";"1020";"102041";"C1";"CA";"C10B";1993;2020
"2302 10 10";"Sons, remoulages et autres résidus, même agglomérés sous forme de pellets, du criblage, de la mouture ou d'autres traitements de maïs d'une teneur en amidon <= 35% en poids";"1061";"106140";"C1";"CA";"C10F";"1061";"106140";"C1";"CA";"C10F";1993;2020
"2302 10 90";"Sons, remoulages et autres résidus, même agglomérés sous forme de pellets, du criblage, de la mouture ou d'autres traitements de maïs d'une teneur en amidon > 35% en poids";"1061";"106140";"C1";"CA";"C10F";"1061";"106140";"C1";"CA";"C10F";2017;2020
"2302 30 10";"Sons, remoulages et autres résidus, même agglomérés sous forme de pellets, du criblage, de la mouture ou d'autres traitements de froments d'une teneur en amidon <= 28% en poids et dont la proportion de produit passant à travers un tamis d'une largeur de mailles de 0,2 mm est <= 10% en poids ou, en cas contraire, dont le produit passé à travers le tamis a une teneur en cendres, calculée sur la matière sèche, >= 1,5% en poids";"1061";"106140";"C1";"CA";"C10F";"1061";"106140";"C1";"CA";"C10F";2017;2020
"2302 30 90";"Sons, remoulages et autres résidus, même agglomérés sous forme de pellets, du criblage, de la mouture ou d'autres traitements du froment (sauf ceux d'une teneur en amidon <= 28% en poids et dont la proportion de produit passant à travers un tamis d'une largeur de mailles de 0,2 mm est <= 10% en poids ou, en cas contraire, dont le produit passé à travers le tamis a une teneur en cendres, calculée sur la matière sèche >= 1,5% en poids)";"1061";"106140";"C1";"CA";"C10F";"1061";"106140";"C1";"CA";"C10F";1993;2020
"2302 40 02";"Sons, remoulages et autres résidus, même agglomérés sous forme de pellets, du criblage, de la mouture ou d'autres traitements de riz d'une teneur en amidon <= 35% en poids";"1061";"106140";"C1";"CA";"C10F";"1061";"106140";"C1";"CA";"C10F";1996;2020
"2302 40 08";"Sons, remoulages et autres résidus, même agglomérés sous forme de pellets, du criblage, de la mouture ou d'autres traitements de riz d'une teneur en amidon > 35% en poids";"1061";"106140";"C1";"CA";"C10F";"1061";"106140";"C1";"CA";"C10F";1996;2020
"2302 40 10";"Sons, remoulages et autres résidus, même agglomérés sous forme de pellets, du criblage, de la mouture ou d'autres traitements des céréales (sauf maïs, riz et froment) d'une teneur en amidon <= 28% en poids et dont la proportion de produit passant à travers un tamis d'une largeur de mailles de 0,2 mm est <= 10% en poids ou, en cas contraire, dont le produit passé à travers le tamis a une teneur en cendres, calculée sur la matière sèche >= 1,5% en poids";"1061";"106140";"C1";"CA";"C10F";"1061";"106140";"C1";"CA";"C10F";1996;2020
"2302 40 90";"Sons, remoulages et autres résidus, même agglomérés sous forme de pellets, du criblage, de la mouture ou d'autres traitements des céréales (sauf maïs, riz et froment et à l'excl. des produits d'une teneur en amidon <= 28% en poids et dont la proportion de produit passant à travers un tamis d'une largeur de mailles de 0,2 mm est <= 10% en poids ou, en cas contraire, dont le produit passé à travers le tamis a une teneur en cendres, calculée sur la matière sèche >= 1,5% en poids)";"1061";"106140";"C1";"CA";"C10F";"1061";"106140";"C1";"CA";"C10F";1997;2020
"2302 50 00";"Résidus, même agglomérés sous forme de pellets, du criblage, de la mouture ou d'autres traitements des légumineuses";"1061";"106140";"C1";"CA";"C10F";"1061";"106140";"C1";"CA";"C10F";1997;2020
"2303 10 11";"Résidus de l'amidonnerie du maïs, d'une teneur en protéines, calculée sur la matière sèche, > 40% en poids (à l'excl. des eaux de trempe concentrées)";"1062";"106220";"C1";"CA";"C10F";"1062";"106220";"C1";"CA";"C10F";1996;2020
"2303 10 19";"Résidus de l'amidonnerie du maïs, d'une teneur en protéines, calculée sur la matière sèche, <= 40% en poids (à l'excl. des eaux de trempe concentrées)";"1062";"106220";"C1";"CA";"C10F";"1062";"106220";"C1";"CA";"C10F";2011;2020
"2303 10 90";"Résidus de l'amidonnerie et résidus simil. (à l'excl. des résidus de l'amidonnerie du maïs)";"1062";"106220";"C1";"CA";"C10F";"1062";"106220";"C1";"CA";"C10F";1993;2020
"2303 20 10";"Pulpes de betteraves";"1081";"108120";"C1";"CA";"C10H";"1081";"108120";"C1";"CA";"C10H";2017;2020
"2303 20 90";"Bagasses de cannes à sucre et autres déchets de sucrerie (à l'excl. des pulpes de betteraves)";"1081";"108120";"C1";"CA";"C10H";"1081";"108120";"C1";"CA";"C10H";2017;2020
"2303 30 00";"Drêches et déchets de brasserie ou de distillerie";"1105";"110520";"C1";"CA";"C11Z";"1105";"110520";"C1";"CA";"C11Z";1994;2020
"2304 00 00";"Tourteaux et autres résidus solides, même broyés ou agglomérés sous forme de pellets, de l'extraction de l'huile de soja";"1041";"104141";"C1";"CA";"C10D";"1041";"104141";"C1";"CA";"C10D";2006;2020
"2305 00 00";"Tourteaux et autres résidus solides, même broyés ou agglomérés sous forme de pellets, de l'extraction de l'huile d'arachide";"1041";"104141";"C1";"CA";"C10D";"1041";"104141";"C1";"CA";"C10D";1993;2020
"2306 10 00";"Tourteaux et autres résidus solides, même broyés ou agglomérés sous forme de pellets, de l'extraction des graisses ou huiles de coton";"1041";"104141";"C1";"CA";"C10D";"1041";"104141";"C1";"CA";"C10D";1993;2020
